,name,ticker,price,volume,market_cap,circulating_supply,tvl
447,Bitkub Coin,KUB,0.992669,1861252.0,109193614,109999999.997215,
449,Gyro,GYRO,3150.76,25213622.0,108186361,31902.242389015,
450,Token Pocket,TPT,0.03099772,1798450.0,107421657,3466457401.0,
451,ThunderCore,TT,0.01393868,10577963.0,107297231,7704569443.0,
452,Rarible,RARI,20.35,2414083.0,106984750,5237662.346899111,
454,MobieCoin,MBX,0.02735885,2549453.0,106696375,3901058333.0,
455,OpenOcean,OOE,0.71068,3019611.0,106535116,149895377.0,
458,Ribbon Finance,RBN,2.82,5441337.0,105278966,37237733.25504837,163151020.0
459,Carry,CRE,0.01215131,4601861.0,105208830,8709855201.280272,
462,Harvest Finance,FARM,168.43,7082052.0,103992235,617607.168713,406353196.0
464,ZKSwap,ZKS,0.464952,5608822.0,103561090,223450000.0,
465,BENQI,QI,0.132364,2861503.0,102707095,775944252.0,
466,TRONPAD,TRONPAD,0.174325,4256636.0,102565926,582712999.98,
467,Beefy.Finance,BIFI,1297.2,1342418.0,101311318,78000.0,
468,Velo,VELO,0.301055,8421682.0,101041297,338521544.0,
469,Efforce,WOZX,0.613968,7509307.0,100560231,163731959.9928,
470,Keep3rV1,KP3R,379.86,47086930.0,100387598,264475.147145611,
